f0_,station,f1_,f2_
2020-06-04,FOXNEWS,929,vaccine
2020-06-05,BBCNEWS,105,vaccine
2020-06-05,CNN,140,vaccine
2020-06-05,FOXNEWS,473,vaccine
2020-06-05,MSNBC,11,vaccine
2020-06-06,BBCNEWS,16,vaccine
2020-06-06,FOXNEWS,64,vaccine
2020-06-06,CNN,918,vaccine
2020-06-07,BBCNEWS,18,vaccine
2020-06-07,FOXNEWS,109,vaccine
2020-06-07,MSNBC,1,vaccine
2020-06-08,KPIX,103,vaccine
2020-06-08,CNN,204,vaccine
2020-06-08,FOXNEWS,212,vaccine
2020-06-08,MSNBC,39,vaccine
2020-06-09,MSNBC,45,vaccine
2020-06-09,CNN,111,vaccine
2020-06-10,MSNBC,6,vaccine
2020-06-10,FOXNEWS,55,vaccine
2020-06-10,CNN,1218,vaccine
2020-06-10,KGO,91,vaccine
2020-06-11,KPIX,24,vaccine
2020-06-11,MSNBC,44,vaccine
2020-06-11,FOXNEWS,159,vaccine
2020-06-11,CNN,187,vaccine
2020-06-12,FOXNEWS,332,vaccine
2020-06-12,CNN,570,vaccine
2020-06-12,KNTV,39,vaccine
2020-06-12,KPIX,12,vaccine
2020-06-12,BBCNEWS,7,vaccine
2020-06-12,MSNBC,1,vaccine
2020-06-13,MSNBC,3,vaccine
2020-06-13,BBCNEWS,54,vaccine
2020-06-13,CNN,290,vaccine
2020-06-13,FOXNEWS,292,vaccine
2020-06-14,MSNBC,92,vaccine
2020-06-14,CNN,433,vaccine
2020-06-14,BBCNEWS,89,vaccine
2020-06-14,FOXNEWS,234,vaccine
2020-06-15,BBCNEWS,15,vaccine
2020-06-15,CNN,196,vaccine
2020-06-15,MSNBC,14,vaccine
2020-06-15,FOXNEWS,41,vaccine
2020-06-16,CNN,136,vaccine
2020-06-16,BBCNEWS,207,vaccine
2020-06-16,MSNBC,399,vaccine
2020-06-16,FOXNEWS,454,vaccine
2020-06-17,KPIX,5,vaccine
2020-06-17,MSNBC,526,vaccine
