f0_,station,f1_,f2_
2020-05-28,KNTV,37,covid
2020-05-28,KGO,77,covid
2020-05-28,MSNBC,7162,covid
2020-05-28,CNN,2930,covid
2020-05-28,KPIX,78,covid
2020-05-28,BBCNEWS,4315,covid
2020-05-29,KNTV,240,covid
2020-05-29,FOXNEWS,1008,covid
2020-05-29,BBCNEWS,3640,covid
2020-05-29,KPIX,58,covid
2020-05-29,MSNBC,1642,covid
2020-05-29,CNN,1153,covid
2020-05-30,FOXNEWS,223,covid
2020-05-30,MSNBC,561,covid
2020-05-30,KNTV,39,covid
2020-05-30,BBCNEWS,5422,covid
2020-05-30,CNN,10945,covid
2020-05-31,FOXNEWS,478,covid
2020-05-31,KGO,25,covid
2020-05-31,BBCNEWS,3828,covid
2020-05-31,CNN,6713,covid
2020-05-31,MSNBC,308,covid
2020-05-31,KPIX,101,covid
2020-06-01,MSNBC,957,covid
2020-06-01,KGO,69,covid
2020-06-01,BBCNEWS,3518,covid
2020-06-01,KPIX,258,covid
2020-06-01,CNN,1140,covid
2020-06-01,FOXNEWS,689,covid
2020-06-02,BBCNEWS,10034,covid
2020-06-02,KNTV,81,covid
2020-06-02,MSNBC,563,covid
2020-06-02,FOXNEWS,420,covid
2020-06-02,CNN,926,covid
2020-06-02,KGO,4,covid
2020-06-03,FOXNEWS,376,covid
2020-06-03,KPIX,8,covid
2020-06-03,CNN,551,covid
2020-06-03,KGO,11,covid
2020-06-03,BBCNEWS,9097,covid
2020-06-03,KNTV,85,covid
2020-06-03,MSNBC,334,covid
2020-06-04,CNN,348,covid
2020-06-04,FOXNEWS,604,covid
2020-06-04,BBCNEWS,2139,covid
2020-06-04,KPIX,23,covid
2020-06-04,KNTV,8,covid
2020-06-04,MSNBC,1084,covid
2020-06-05,BBCNEWS,18429,covid
2020-06-05,KNTV,87,covid
2020-06-05,CNN,689,covid
2020-06-05,MSNBC,1272,covid
2020-06-05,FOXNEWS,812,covid
2020-06-05,KGO,72,covid
2020-06-06,BBCNEWS,7929,covid
2020-06-06,KNTV,74,covid
2020-06-06,MSNBC,1985,covid
2020-06-06,KPIX,61,covid
2020-06-06,FOXNEWS,2190,covid
2020-06-06,CNN,1795,covid
2020-06-07,BBCNEWS,5323,covid
2020-06-07,KPIX,4,covid
2020-06-07,FOXNEWS,1730,covid
2020-06-07,MSNBC,4289,covid
2020-06-07,KGO,70,covid
2020-06-07,CNN,1675,covid
2020-06-08,BBCNEWS,5184,covid
2020-06-08,KPIX,204,covid
2020-06-08,KGO,30,covid
2020-06-08,MSNBC,1469,covid
2020-06-08,CNN,1119,covid
2020-06-08,KNTV,5,covid
2020-06-08,FOXNEWS,1304,covid
2020-06-09,KGO,16,covid
2020-06-09,MSNBC,3118,covid
2020-06-09,CNN,994,covid
2020-06-09,BBCNEWS,7271,covid
2020-06-09,KNTV,124,covid
2020-06-09,FOXNEWS,1218,covid
2020-06-09,KPIX,9,covid
2020-06-10,FOXNEWS,2362,covid
2020-06-10,MSNBC,2550,covid
2020-06-10,KNTV,42,covid
2020-06-10,KGO,20,covid
2020-06-10,CNN,1806,covid
2020-06-10,BBCNEWS,3269,covid
2020-06-11,KNTV,207,covid
2020-06-11,KGO,39,covid
2020-06-11,MSNBC,4271,covid
2020-06-11,BBCNEWS,7421,covid
2020-06-11,CNN,2234,covid
2020-06-11,FOXNEWS,1474,covid
2020-06-11,KPIX,124,covid
2020-06-12,FOXNEWS,3351,covid
2020-06-12,KNTV,142,covid
2020-06-12,CNN,3588,covid
2020-06-12,KGO,81,covid
2020-06-12,BBCNEWS,10721,covid
2020-06-12,MSNBC,4536,covid
2020-06-12,KPIX,58,covid
2020-06-13,BBCNEWS,14611,covid
2020-06-13,KNTV,205,covid
2020-06-13,KPIX,92,covid
2020-06-13,CNN,22435,covid
2020-06-13,MSNBC,3906,covid
2020-06-13,FOXNEWS,2693,covid
2020-06-14,CNN,11777,covid
2020-06-14,MSNBC,1203,covid
2020-06-14,BBCNEWS,5584,covid
2020-06-14,KPIX,231,covid
2020-06-14,FOXNEWS,1366,covid
2020-06-14,KGO,42,covid
