f0_,station,f1_,f2_
2020-07-05,MSNBC,77,lockdown
2020-07-05,CNN,743,lockdown
2020-07-05,FOXNEWS,32,lockdown
2020-07-05,KGO,90,lockdown
2020-07-05,KPIX,73,lockdown
2020-07-06,MSNBC,24,lockdown
2020-07-06,KGO,3,lockdown
2020-07-06,BBCNEWS,8557,lockdown
2020-07-06,CNN,579,lockdown
2020-07-07,CNN,153,lockdown
2020-07-07,FOXNEWS,93,lockdown
2020-07-07,KPIX,20,lockdown
2020-07-07,BBCNEWS,5480,lockdown
2020-07-07,MSNBC,118,lockdown
2020-07-08,FOXNEWS,269,lockdown
2020-07-08,BBCNEWS,1613,lockdown
2020-07-08,CNN,276,lockdown
2020-07-09,KPIX,3,lockdown
2020-07-09,CNN,102,lockdown
2020-07-09,BBCNEWS,6033,lockdown
2020-07-09,MSNBC,24,lockdown
2020-07-09,FOXNEWS,120,lockdown
2020-07-10,FOXNEWS,229,lockdown
2020-07-10,BBCNEWS,6528,lockdown
2020-07-10,KPIX,57,lockdown
2020-07-10,MSNBC,654,lockdown
2020-07-10,CNN,200,lockdown
2020-07-11,KNTV,10,lockdown
2020-07-11,MSNBC,57,lockdown
2020-07-11,CNN,2,lockdown
2020-07-11,BBCNEWS,1353,lockdown
2020-07-11,FOXNEWS,103,lockdown
2020-07-12,CNN,260,lockdown
2020-07-12,FOXNEWS,208,lockdown
2020-07-12,BBCNEWS,34,lockdown
2020-07-13,KPIX,99,lockdown
2020-07-13,FOXNEWS,18,lockdown
2020-07-13,CNN,480,lockdown
2020-07-13,BBCNEWS,1054,lockdown
2020-07-14,CNN,678,lockdown
